Dato + Tid,Volum,Globalstraling,Solskinstid,Lufttemperatur,Vindretning,Vindstyrke,Lufttrykk,Vindkast
2020-09-11,54.75,19.580555555555556,0.0,11.312222222222223,157.06944444444443,4.070833333333334,997.4694444444444,7.332638888888888
2020-09-12,31.565217391304348,66.18333333333334,0.0,11.220289855072464,178.3623188405797,2.6968115942028983,996.4181159420289,6.015217391304348
2020-09-13,27.458333333333332,45.52222222222222,0.0,11.108333333333334,141.79166666666666,2.2201388888888887,1003.0799999999999,3.6152777777777776
2020-09-14,65.79166666666667,31.936111111111114,0.0,13.989583333333334,153.79305555555555,3.651388888888889,1011.4368055555556,5.9624999999999995
2020-09-15,71.625,21.81458333333333,0.0,13.706944444444444,153.34722222222223,2.7861111111111114,1012.7694444444445,4.804166666666666
2020-09-16,100.29166666666667,154.4325,25.633333333333336,11.269444444444444,304.73611111111114,4.597916666666666,1018.4479166666666,7.794444444444444
2020-09-17,82.82608695652173,111.67507246376812,11.695652173913043,10.95,161.92028985507247,2.705072463768116,1024.214492753623,4.641304347826087
2020-09-18,60.208333333333336,23.647916666666664,0.0,11.459027777777777,154.25833333333333,2.4194444444444443,1021.9987500000001,4.0687500000000005
2020-09-19,53.375,126.54277777777777,0.0,11.595833333333333,286.22222222222223,1.5340277777777775,1019.7611111111111,2.5812500000000003
2020-09-20,29.833333333333332,19.32638888888889,0.0,11.269444444444444,152.1875,3.171527777777778,1015.3548611111111,5.014583333333333
2020-09-21,67.65217391304348,35.20579710144928,0.0,12.002173913043478,158.2536231884058,4.428985507246377,1005.704347826087,7.489855072463769
2020-09-22,86.125,27.798611111111114,0.0,12.403055555555556,156.54166666666666,4.877083333333333,995.5104166666666,8.165277777777778
2020-09-23,82.75,64.50138888888888,4.3125,10.857638888888888,269.1847222222222,3.2680555555555557,990.6444444444445,5.778472222222223
2020-09-24,63.958333333333336,17.990277777777777,0.0,9.238888888888889,231.94444444444446,1.8677777777777778,981.1138888888889,3.5416666666666665
2020-09-25,88.375,100.52152777777779,13.120833333333332,10.303194444444445,249.80555555555554,2.219027777777778,996.6284722222222,3.9770833333333333
2020-09-26,59.958333333333336,101.73055555555555,17.745833333333334,13.0725,200.67361111111111,2.682638888888889,1000.7958333333332,5.571527777777778
2020-09-27,52.65217391304348,74.38072463768117,9.621739130434781,12.851449275362318,172.88985507246377,0.6791304347826087,1006.1659420289855,1.2782608695652173
2020-09-28,130.20833333333334,67.09791666666666,8.3,13.661111111111111,159.16944444444445,1.4375,1005.6229166666667,2.49375
2020-09-29,89.08333333333333,10.352777777777778,0.0,11.784305555555555,225.8125,1.4076388888888889,1006.1680555555555,2.38125
2020-09-30,116.0,65.40434782608695,4.239130434782608,13.91449275362319,149.05072463768116,2.747971014492754,1003.3485507246377,4.657246376811594
2020-10-01,131.875,76.63541666666667,0.0,17.294444444444444,119.46249999999999,6.328333333333333,999.2340277777777,10.645138888888889
2020-10-02,110.75,87.06319444444443,14.929166666666667,17.32916666666667,100.55555555555556,5.970694444444445,1001.855,10.310416666666667
2020-10-03,55.583333333333336,85.04583333333333,18.495833333333334,17.522361111111113,97.12777777777778,5.559166666666666,998.5659722222222,9.362499999999999
2020-10-04,31.583333333333332,11.904166666666667,0.0,17.506249999999998,111.5,5.175,989.3291666666668,9.19513888888889
2020-10-05,103.73913043478261,90.77173913043478,12.578260869565218,14.8,151.8768115942029,2.545072463768116,994.7927536231884,4.275362318840579
2020-10-06,104.25,40.27777777777778,2.154166666666667,14.741666666666667,137.27083333333334,3.310694444444444,988.2645833333332,5.923611111111111
2020-10-07,98.58333333333333,49.87430555555556,2.1125000000000003,12.024166666666666,157.40277777777777,1.9631944444444445,991.4361111111111,3.204166666666667
2020-10-08,78.25,29.56527777777778,0.0,9.656944444444443,181.5902777777778,2.2327777777777778,995.0534722222222,3.9826388888888893
2020-10-09,64.82608695652173,40.29159420289855,1.682608695652174,7.674637681159421,188.81159420289856,2.081159420289855,999.4021739130435,3.5543478260869565
2020-10-10,40.666666666666664,52.223611111111104,5.933333333333334,9.279166666666667,266.67361111111114,1.5166666666666666,1001.9963888888889,2.94375
2020-10-11,43.291666666666664,89.04166666666667,0.0,9.020138888888889,284.11805555555554,2.44,1009.0465277777777,4.191666666666666
2020-10-12,125.125,65.4673611111111,9.512500000000001,7.845138888888889,210.8125,1.1847222222222222,1007.2824999999999,2.1125000000000003
2020-10-13,130.16666666666666,84.47777777777777,20.429166666666667,8.3125,212.49722222222223,0.9833333333333334,1014.7520833333333,1.7354166666666666
2020-10-14,123.0,82.12013888888889,18.804166666666667,7.102638888888889,185.51805555555555,1.0374999999999999,1022.8329166666666,1.7874999999999999
2020-10-15,113.25,73.10388888888889,18.608333333333334,6.613888888888888,199.7541666666667,0.7465277777777778,1022.1688888888889,1.375
2020-10-16,98.17391304347827,66.9872463768116,4.72608695652174,7.659130434782608,143.02173913043478,1.1057971014492753,1019.3728985507247,1.9478260869565216
2020-10-17,36.458333333333336,37.37847222222222,0.0,7.270972222222222,281.0625,2.7801388888888887,1014.1881944444444,4.823611111111111
2020-10-18,35.541666666666664,70.00763888888889,0.0,5.368055555555556,256.46527777777777,2.121111111111111,1010.5333333333333,3.71875
2020-10-19,103.54166666666667,30.164583333333336,0.0,4.861805555555556,181.33333333333334,1.3694444444444445,1007.2472222222223,2.56875
2020-10-20,78.04166666666667,8.720138888888888,0.0,8.075000000000001,169.71527777777777,3.9048611111111113,994.6465277777778,6.754861111111111
2020-10-21,86.33333333333333,12.761805555555556,0.0,10.19375,202.86805555555554,2.4277777777777776,989.2715277777778,3.8666666666666667
2020-10-22,98.125,15.599305555555558,0.0,9.040555555555555,241.9097222222222,1.3451388888888889,988.4798611111111,2.28125
2020-10-23,96.125,36.17847222222222,1.8166666666666667,7.486111111111111,159.38194444444443,2.859027777777778,994.0402777777778,4.758333333333334
2020-10-24,31.652173913043477,26.960144927536234,0.23043478260869565,8.805797101449276,152.6449275362319,5.4601449275362315,988.927536231884,9.267391304347827
